"OTU","S1_1","S2_1","S3_1","S4_1","Taxonomic lineage"
"unkn. Herbaspirillum(g)","0","0","1","0","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;unkn. Herbaspirillum(g)"
"unkn. Holdemania(g)","0","0","1","0","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;unkn. Holdemania(g)"
"unkn. Holosporales(o)","0","2","1","0","Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;unkn. Holosporales(o);unkn. Holosporales(o);unkn. Holosporales(o)"
"unkn. Hydrogenoanaerobacterium(g)","0","5","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Hydrogenoanaerobacterium;unkn. Hydrogenoanaerobacterium(g)"
"unkn. Hymenobacteraceae(f)","0","0","2","1","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;unkn. Hymenobacteraceae(f);unkn. Hymenobacteraceae(f)"
"unkn. Hyphomicrobium(g)","0","0","7","69","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;unkn. Hyphomicrobium(g)"
"unkn. Hyphomonadaceae(f)","0","0","1","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;unkn. Hyphomonadaceae(f);unkn. Hyphomonadaceae(f)"
"unkn. Ileibacterium(g)","0","6","71","94","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Ileibacterium;unkn. Ileibacterium(g)"
"unkn. Isosphaera(g)","0","0","0","1","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera;unkn. Isosphaera(g)"
"unkn. Isosphaeraceae(f)","0","0","0","1","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;unkn. Isosphaeraceae(f);unkn. Isosphaeraceae(f)"
"unkn. Jiangella(g)","0","1","0","0","Bacteria;Actinobacteria;Actinobacteria;Jiangellales;Jiangellaceae;Jiangella;unkn. Jiangella(g)"
"unkn. Kaistia(g)","0","0","1","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia;unkn. Kaistia(g)"
"unkn. Kineococcus(g)","0","0","0","4","Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;unkn. Kineococcus(g)"
"unkn. Kofleriaceae(f)","0","0","0","2","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;unkn. Kofleriaceae(f);unkn. Kofleriaceae(f)"
"unkn. Kribbella(g)","0","0","1","1","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;unkn. Kribbella(g)"
"unkn. Labedella(g)","0","0","1","0","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Labedella;unkn. Labedella(g)"
"unkn. Lachnobacterium(g)","0","4","10","5","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnobacterium;unkn. Lachnobacterium(g)"
"unkn. Lactivibrio(g)","0","1","0","0","Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Lactivibrio;unkn. Lactivibrio(g)"
"unkn. Lactonifactor(g)","0","1","6","3","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Lactonifactor;unkn. Lactonifactor(g)"
"unkn. Lawsonia(g)","0","2","1","0","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia;unkn. Lawsonia(g)"
"unkn. Lechevalieria(g)","0","0","0","16","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;unkn. Lechevalieria(g)"
"unkn. Legionella(g)","0","0","23","1","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;unkn. Legionella(g)"
"unkn. Legionellaceae(f)","0","0","0","2","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;unkn. Legionellaceae(f);unkn. Legionellaceae(f)"
"unkn. Legionellales(o)","0","0","1","37","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;unkn. Legionellales(o);unkn. Legionellales(o);unkn. Legionellales(o)"
"unkn. Lentimicrobiaceae(f)","0","3","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Lentimicrobiaceae;unkn. Lentimicrobiaceae(f);unkn. Lentimicrobiaceae(f)"
"unkn. Lentisphaerae(p)","0","1","0","0","Bacteria;Lentisphaerae;unkn. Lentisphaerae(p);unkn. Lentisphaerae(p);unkn. Lentisphaerae(p);unkn. Lentisphaerae(p);unkn. Lentisphaerae(p)"
"unkn. Leuconostocaceae(f)","0","1","1","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;unkn. Leuconostocaceae(f);unkn. Leuconostocaceae(f)"
"unkn. Libanicoccus(g)","0","0","1","0","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Libanicoccus;unkn. Libanicoccus(g)"
"unkn. Litorimonas(g)","0","0","1","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Litorimonas;unkn. Litorimonas(g)"
"unkn. Lysinibacillus(g)","0","1","1","0","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;unkn. Lysinibacillus(g)"
"unkn. Mahella(g)","0","0","1","0","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;unkn. Mahella(g)"
"unkn. Marinilabilia(g)","0","2","0","0","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Marinilabilia;unkn. Marinilabilia(g)"
"unkn. Marininema(g)","0","1","0","0","Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Marininema;unkn. Marininema(g)"
"unkn. Marseilla(g)","0","0","1","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;unkn. Marseilla(g)"
"unkn. Megasphaera(g)","0","0","6","10","Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;unkn. Megasphaera(g)"
"unkn. Mesorhizobium(g)","0","0","2","3","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;unkn. Mesorhizobium(g)"
"unkn. Methylobacterium(g)","0","0","0","3","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;unkn. Methylobacterium(g)"
"unkn. Methylocystaceae(f)","0","0","2","4","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;unkn. Methylocystaceae(f);unkn. Methylocystaceae(f)"
"unkn. Methylosinus(g)","0","0","5","14","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;unkn. Methylosinus(g)"
"unkn. Microbacteriaceae(f)","0","0","10","18","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;unkn. Microbacteriaceae(f);unkn. Microbacteriaceae(f)"
"unkn. Microbacterium(g)","0","0","0","4","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;unkn. Microbacterium(g)"
"unkn. Micrococcaceae(f)","0","0","1","6","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;unkn. Micrococcaceae(f);unkn. Micrococcaceae(f)"
"unkn. Micrococcales(o)","0","0","0","7","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;unkn. Micrococcales(o);unkn. Micrococcales(o);unkn. Micrococcales(o)"
"unkn. Micromonospora(g)","0","0","0","6","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;unkn. Micromonospora(g)"
"unkn. Micromonosporaceae(f)","0","0","0","7","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;unkn. Micromonosporaceae(f);unkn. Micromonosporaceae(f)"
"unkn. Micromonosporales(o)","0","0","0","1","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;unkn. Micromonosporales(o);unkn. Micromonosporales(o);unkn. Micromonosporales(o)"
"unkn. Microvirga(g)","0","0","0","1","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;unkn. Microvirga(g)"
"unkn. Millionella(g)","0","0","1","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;unkn. Millionella(g)"
"unkn. Mordavella(g)","0","1","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Mordavella;unkn. Mordavella(g)"
"unkn. Mucilaginibacter(g)","0","0","1","0","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;unkn. Mucilaginibacter(g)"
"unkn. Mycobacteriaceae(f)","0","0","3","5","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;unkn. Mycobacteriaceae(f);unkn. Mycobacteriaceae(f)"
"unkn. Mycobacterium(g)","0","0","62","281","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;unkn. Mycobacterium(g)"
"unkn. Mycoplasma(g)","0","1","13","0","Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;unkn. Mycoplasma(g)"
"unkn. Mycoplasmataceae(f)","0","2","16","1","Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;unkn. Mycoplasmataceae(f);unkn. Mycoplasmataceae(f)"
"unkn. Mycoplasmatales(o)","0","0","15","0","Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;unkn. Mycoplasmatales(o);unkn. Mycoplasmatales(o);unkn. Mycoplasmatales(o)"
"unkn. Nakamurella(g)","0","0","0","1","Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;unkn. Nakamurella(g)"
"unkn. Nakamurellaceae(f)","0","0","0","6","Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;unkn. Nakamurellaceae(f);unkn. Nakamurellaceae(f)"
"unkn. Nautiliaceae(f)","0","0","1","0","Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;unkn. Nautiliaceae(f);unkn. Nautiliaceae(f)"
"unkn. Nautiliales(o)","0","0","3","0","Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;unkn. Nautiliales(o);unkn. Nautiliales(o);unkn. Nautiliales(o)"
"unkn. Nocardia(g)","0","0","11","9","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;unkn. Nocardia(g)"
"unkn. Nocardiaceae(f)","0","0","0","5","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;unkn. Nocardiaceae(f);unkn. Nocardiaceae(f)"
"unkn. Nordella(g)","0","0","13","1","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unkn. Rhizobiales(o);Nordella;unkn. Nordella(g)"
"unkn. Novibacillus(g)","0","1","0","0","Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Novibacillus;unkn. Novibacillus(g)"
"unkn. Opitutaceae(f)","0","2","0","0","Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;unkn. Opitutaceae(f);unkn. Opitutaceae(f)"
"unkn. Opitutus(g)","0","1","0","0","Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;unkn. Opitutus(g)"
"unkn. Paludibacter(g)","0","1","1","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter;unkn. Paludibacter(g)"
"unkn. Papillibacter(g)","0","2","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;unkn. Papillibacter(g)"
"unkn. Parachlamydiales(o)","0","0","2","0","Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;unkn. Parachlamydiales(o);unkn. Parachlamydiales(o);unkn. Parachlamydiales(o)"
"unkn. Paracoccus(g)","0","2","0","1","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;unkn. Paracoccus(g)"
"unkn. Paraprevotella(g)","0","0","14","2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;unkn. Paraprevotella(g)"
"unkn. Parvibacter(g)","0","1","1","0","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Parvibacter;unkn. Parvibacter(g)"
"unkn. Pedobacter(g)","0","0","1","0","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unkn. Pedobacter(g)"
"unkn. Pedomicrobium(g)","0","0","0","7","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;unkn. Pedomicrobium(g)"
"unkn. Peptoniphilus(g)","0","1","3","0","Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;unkn. Peptoniphilus(g)"
"unkn. Peptostreptococcus(g)","0","0","7","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;unkn. Peptostreptococcus(g)"
"unkn. Phreatobacter(g)","0","0","5","0","Bacteria;Proteobacteria;Alphaproteobacteria;unkn. Alphaproteobacteria(c);unkn. Alphaproteobacteria(c);Phreatobacter;unkn. Phreatobacter(g)"
"unkn. Phyllobacteriaceae(f)","0","0","2","6","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;unkn. Phyllobacteriaceae(f);unkn. Phyllobacteriaceae(f)"
"unkn. Planctomycetales(o)","0","0","2","0","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;unkn. Planctomycetales(o);unkn. Planctomycetales(o);unkn. Planctomycetales(o)"
"unkn. Planctomycetes(p)","0","0","1","0","Bacteria;Planctomycetes;unkn. Planctomycetes(p);unkn. Planctomycetes(p);unkn. Planctomycetes(p);unkn. Planctomycetes(p);unkn. Planctomycetes(p)"
"unkn. Planctomycetia(c)","0","0","0","31","Bacteria;Planctomycetes;Planctomycetia;unkn. Planctomycetia(c);unkn. Planctomycetia(c);unkn. Planctomycetia(c);unkn. Planctomycetia(c)"
"unkn. Propionispira(g)","0","0","2","0","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Propionispira;unkn. Propionispira(g)"
"unkn. Providencia(g)","0","0","0","1","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;unkn. Providencia(g)"
"unkn. Pseudoalteromonadaceae(f)","0","14","26","0","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;unkn. Pseudoalteromonadaceae(f);unkn. Pseudoalteromonadaceae(f)"
"unkn. Pseudoclavibacter(g)","0","0","0","14","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;unkn. Pseudoclavibacter(g)"
"unkn. Pseudonocardiaceae(f)","0","0","0","51","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;unkn. Pseudonocardiaceae(f);unkn. Pseudonocardiaceae(f)"
"unkn. Pseudonocardiales(o)","0","0","0","8","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;unkn. Pseudonocardiales(o);unkn. Pseudonocardiales(o);unkn. Pseudonocardiales(o)"
"unkn. Pseudoxanthomonas(g)","0","0","0","1","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;unkn. Pseudoxanthomonas(g)"
"unkn. Puniceicoccales(o)","0","5","0","0","Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;unkn. Puniceicoccales(o);unkn. Puniceicoccales(o);unkn. Puniceicoccales(o)"
"unkn. Quinella(g)","0","2","1","0","Bacteria;Firmicutes;Negativicutes;unkn. Negativicutes(c);unkn. Negativicutes(c);Quinella;unkn. Quinella(g)"
"unkn. Reyranella(g)","0","0","1","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unkn. Rhodospirillales(o);Reyranella;unkn. Reyranella(g)"
"unkn. Rhizobiaceae(f)","0","1","2","1","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;unkn. Rhizobiaceae(f);unkn. Rhizobiaceae(f)"
"unkn. Rhizobium(g)","0","0","2","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;unkn. Rhizobium(g)"
"unkn. Rhodobacter(g)","0","1","14","1129","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;unkn. Rhodobacter(g)"
"unkn. Rhodobacterales(o)","0","0","2","11","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;unkn. Rhodobacterales(o);unkn. Rhodobacterales(o);unkn. Rhodobacterales(o)"
"unkn. Rhodobiaceae(f)","0","0","1","1","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;unkn. Rhodobiaceae(f);unkn. Rhodobiaceae(f)"
"unkn. Rhodococcus(g)","0","0","0","17","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;unkn. Rhodococcus(g)"
"unkn. Rhodospirillaceae(f)","0","4","3","3","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unkn. Rhodospirillaceae(f);unkn. Rhodospirillaceae(f)"
"unkn. Rothia(g)","0","0","4","0","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;unkn. Rothia(g)"
"unkn. Rubrobacteria(c)","0","0","0","1","Bacteria;Actinobacteria;Rubrobacteria;unkn. Rubrobacteria(c);unkn. Rubrobacteria(c);unkn. Rubrobacteria(c);unkn. Rubrobacteria(c)"
"unkn. Saccharothrix(g)","0","0","0","48","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;unkn. Saccharothrix(g)"
"unkn. Salinithrix(g)","0","0","5","2","Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Salinithrix;unkn. Salinithrix(g)"
"unkn. Sediminibacterium(g)","0","0","2","1","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;unkn. Sediminibacterium(g)"
"unkn. Serratia(g)","0","0","0","1","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;unkn. Serratia(g)"
"unkn. Sphingobacterium(g)","0","1","1","0","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;unkn. Sphingobacterium(g)"
"unkn. Sphingomonadales(o)","0","0","1","0","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;unkn. Sphingomonadales(o);unkn. Sphingomonadales(o);unkn. Sphingomonadales(o)"
"unkn. Sphingomonas(g)","0","1","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unkn. Sphingomonas(g)"
"unkn. Sphingopyxis(g)","0","1","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;unkn. Sphingopyxis(g)"
"unkn. Spirochaeta(g)","0","0","1","0","Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;unkn. Spirochaeta(g)"
"unkn. Spongiibacteraceae(f)","0","1","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;unkn. Spongiibacteraceae(f);unkn. Spongiibacteraceae(f)"
"unkn. Sporobacter(g)","0","0","1","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;unkn. Sporobacter(g)"
"unkn. Sporomusaceae(f)","0","1","0","0","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;unkn. Sporomusaceae(f);unkn. Sporomusaceae(f)"
"unkn. Streptomycetaceae(f)","0","2","0","22","Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;unkn. Streptomycetaceae(f);unkn. Streptomycetaceae(f)"
"unkn. Streptomycetales(o)","0","0","2","30","Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;unkn. Streptomycetales(o);unkn. Streptomycetales(o);unkn. Streptomycetales(o)"
"unkn. Synergistetes(p)","0","1","0","0","Bacteria;Synergistetes;unkn. Synergistetes(p);unkn. Synergistetes(p);unkn. Synergistetes(p);unkn. Synergistetes(p);unkn. Synergistetes(p)"
"unkn. Tepidanaerobacter(g)","0","1","0","0","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;unkn. Tepidanaerobacter(g)"
"unkn. Terrimonas(g)","0","1","1","0","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;unkn. Terrimonas(g)"
"unkn. Thermoactinomycetaceae(f)","0","5","3","1","Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;unkn. Thermoactinomycetaceae(f);unkn. Thermoactinomycetaceae(f)"
"unkn. Thiotrichaceae(f)","0","0","0","1","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;unkn. Thiotrichaceae(f);unkn. Thiotrichaceae(f)"
"unkn. Thiotrichales(o)","0","0","1","0","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;unkn. Thiotrichales(o);unkn. Thiotrichales(o);unkn. Thiotrichales(o)"
"unkn. Tidjanibacter(g)","0","0","0","1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Tidjanibacter;unkn. Tidjanibacter(g)"
"unkn. Tissierellaceae(f)","0","1","0","0","Bacteria;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;unkn. Tissierellaceae(f);unkn. Tissierellaceae(f)"
"unkn. Tissierellia(c)","0","4","2","1","Bacteria;Firmicutes;Tissierellia;unkn. Tissierellia(c);unkn. Tissierellia(c);unkn. Tissierellia(c);unkn. Tissierellia(c)"
"unkn. Undibacterium(g)","0","0","0","1","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;unkn. Undibacterium(g)"
"unkn. Ureibacillus(g)","0","0","0","1","Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;unkn. Ureibacillus(g)"
"unkn. Vallitalea(g)","0","1","6","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Vallitalea;unkn. Vallitalea(g)"
"unkn. Vampirovibrio(g)","0","0","1","0","Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);Vampirovibrio;unkn. Vampirovibrio(g)"
"unkn. Varunaivibrio(g)","0","0","0","1","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Varunaivibrio;unkn. Varunaivibrio(g)"
"unkn. Vermiphilus(g)","0","0","1","0","Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);Vermiphilus;unkn. Vermiphilus(g)"
"unkn. Verrucomicrobiales(o)","0","0","0","2","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;unkn. Verrucomicrobiales(o);unkn. Verrucomicrobiales(o);unkn. Verrucomicrobiales(o)"
"unkn. Verrucomicrobium(g)","0","0","0","16","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;unkn. Verrucomicrobium(g)"
"unkn. Weissella(g)","0","2","6","2","Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;unkn. Weissella(g)"
"unkn. Woodsholea(g)","0","0","1","3","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Woodsholea;unkn. Woodsholea(g)"
"unkn. Xanthomonadaceae(f)","0","0","0","1","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unkn. Xanthomonadaceae(f);unkn. Xanthomonadaceae(f)"
"Veillonella sp. HGFM69","0","0","4","0","Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella sp. HGFM69"
